t,Fx_pressure_N,Fx_viscous_N
3140,-2137.181,-215.2532
3150,-2137.55,-215.1925
3160,-2133.795,-215.1314
3170,-2132.551,-215.0699
3180,-2130.757,-215.0086
3190,-2133.703,-214.9509
3200,-2132.303,-214.8959
3210,-2136.156,-214.8422
3220,-2138.895,-214.789
3230,-2140.608,-214.7345
3240,-2143.581,-214.6786
3250,-2141.813,-214.6212
3260,-2129.204,-214.5601
3270,-2129.275,-214.5003
3280,-2129.616,-214.4402
3290,-2130.622,-214.38
3300,-2131.877,-214.3206
3310,-2133.474,-214.2622
3320,-2135.372,-214.2039
3330,-2136.737,-214.1447
3340,-2126.535,-214.09
3350,-2130.607,-214.0382
3360,-2132.763,-213.9869
3370,-2135.654,-213.9344
3380,-2144.344,-213.8786
3390,-2141.291,-213.8214
3400,-2134.738,-213.7592
3410,-2133.952,-213.6947
3420,-2133.062,-213.6308
3430,-2124.123,-213.5666
3440,-2123.818,-213.5011
3450,-2124.027,-213.4362
3460,-2124.755,-213.3699
3470,-2122.239,-213.3045
3480,-2099.739,-213.2355
3490,-2091.109,-213.1564
3500,-2082.637,-213.0731
3510,-2089.844,-212.9875
3520,-2101.929,-212.9021
3530,-2116.037,-212.8198
3540,-2099.768,-212.7434
3550,-2103.91,-212.6643
3560,-2100.297,-212.5783
3570,-2097.924,-212.486
3580,-2110.781,-212.3898
3590,-2106.338,-212.2983
3600,-2108.14,-212.2118
3610,-2105.475,-212.1377
3620,-2097.167,-212.0659
3630,-2117.243,-211.9924
3640,-2101.042,-211.9267
3650,-2101.47,-211.8655
3660,-2103.972,-211.8039
3670,-2104.704,-211.7368
3680,-2105.583,-211.6624
3690,-2110.336,-211.577
3700,-2106.072,-211.4828
3710,-2094.633,-211.4047
3720,-2147.85,-211.3212
3730,-2098.205,-211.2376
3740,-2100.062,-211.1548
3750,-2101.431,-211.0752
3760,-2090.486,-211.0062
3770,-2092.149,-210.9403
3780,-2079.786,-210.8798
3790,-2082.972,-210.821
3800,-2086.416,-210.7611
3810,-2096.747,-210.6962
3820,-2094.679,-210.6268
3830,-2092.294,-210.5534
3840,-2086.733,-210.4757
3850,-2080.576,-210.3895
3860,-2093.794,-210.2861
3870,-2080.469,-210.1929
3880,-2089.529,-210.0987
3890,-2150.426,-210.0245
3900,-2145.414,-209.9711
3910,-2136.046,-209.9178
3920,-2126.605,-209.8645
3930,-2114.202,-209.8105
3940,-2114.768,-209.7554
3950,-2111.609,-209.7005
3960,-2112.972,-209.6468
3970,-2113.216,-209.5933
3980,-2113.722,-209.5375
3990,-2111.092,-209.4806
4000,-2108.595,-209.4256
