t,Fx_pressure_N,Fx_viscous_N
2003.4,-8.804353,-42.09772
2003.41,-8.912337,-42.07517
2003.42,-9.016743,-42.05406
2003.44,-9.348257,-42.0267
2003.45,-9.627754,-41.99697
2003.47,-9.904876,-41.96667
2003.49,-11.03622,-41.93927
2003.51,-11.8506,-41.9166
2003.53,-12.09225,-41.91473
2003.54,-13.66231,-41.91035
2003.56,-14.28735,-41.88658
2003.58,-14.19375,-41.84844
2003.6,-14.0631,-41.81382
2003.62,-14.11873,-41.78473
2003.64,-14.26026,-41.74288
2003.66,-14.06446,-41.67643
2003.68,-13.83101,-41.59969
2003.7,-13.84805,-41.51619
2003.72,-13.98443,-41.45034
2003.73,-14.43312,-41.38775
2003.75,-14.75048,-41.31998
2003.77,-14.96781,-41.24196
2003.78,-15.20895,-41.15863
2003.8,-15.82516,-41.07277
2003.82,-15.64937,-40.95993
2003.84,-15.58938,-40.84665
2003.86,-15.78893,-40.73268
2003.87,-16.03453,-40.60569
2003.89,-16.30618,-40.483
2003.91,-16.89695,-40.36253
2003.93,-16.98336,-40.25028
2003.95,-16.91563,-40.16914
2003.96,-17.33039,-40.11889
2003.98,-17.81018,-40.08926
2004,-18.29358,-40.06651
2004.02,-19.15769,-40.04384
2004.04,-19.38642,-40.00875
2004.06,-19.94854,-39.9628
2004.08,-19.84808,-39.91122
2004.1,-20.47187,-39.8667
2004.11,-20.81466,-39.82865
2004.13,-21.62254,-39.79108
2004.15,-22.02184,-39.75935
2004.16,-22.63507,-39.73547
2004.18,-23.58764,-39.69808
2004.2,-23.55819,-39.64696
2004.22,-24.20134,-39.59001
2004.24,-24.34731,-39.55545
2004.26,-25.26447,-39.51874
2004.28,-25.62357,-39.46841
2004.3,-26.31121,-39.42398
2004.32,-26.59445,-39.3881
2004.34,-26.88583,-39.36205
2004.36,-27.20915,-39.32937
2004.38,-27.60996,-39.31452
2004.4,-28.2114,-39.32701
2004.42,-28.90758,-39.33729
2004.44,-29.60715,-39.34062
2004.46,-29.93277,-39.33443
2004.48,-30.42756,-39.32416
2004.49,-30.67171,-39.29874
2004.51,-31.70986,-39.26709
2004.53,-31.99211,-39.2592
2004.55,-32.6148,-39.25171
2004.57,-32.98887,-39.20683
2004.59,-33.21627,-39.15261
2004.61,-33.57832,-39.11313
2004.63,-33.82508,-39.10829
2004.64,-34.54435,-39.10073
2004.66,-34.42427,-39.10314
2004.68,-34.84674,-39.11034
2004.7,-34.97251,-39.1879
